id,Passenger Type,Age,Type of Trip,Ticket Class,Trip Distance,Seat comfort,Departure/Arrival time convenient,Dining Service,Platform Location,Onboard wifi service,Onboard entertainment,Online support,Ease of Online booking,Train Staff Service,Leg room service,Baggage handling,Ticket Verification Service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes,nation,Train Model Year,satisfaction
73425,Frequent Traveler,38,Leisure Trip,First Class,816,5,5,5,5,5,5,5,5,2,5,5,5,4,5,27,22,Germany,1931,satisfied
73426,Frequent Traveler,27,Work Commute,First Class,4670,4,1,4,4,4,4,4,4,4,3,5,5,4,4,9,0,Germany,1938,satisfied
73427,Frequent Traveler,57,Leisure Trip,Standard,2168,3,4,3,4,3,2,5,4,3,4,3,5,4,5,129,134,Switzerland,2015,dissatisfied
73428,Frequent Traveler,35,Work Commute,First Class,1633,3,3,3,3,4,5,4,5,5,5,5,3,5,5,12,6,Netherlands,1937,satisfied
73429,Frequent Traveler,29,Work Commute,First Class,891,5,5,4,5,5,5,5,5,3,3,5,4,2,5,0,2,Netherlands,1963,satisfied
73430,Frequent Traveler,19,Leisure Trip,Standard,2075,4,4,4,5,1,4,1,1,3,3,4,3,4,1,48,44,Sweden,2016,dissatisfied
73431,Occasional Traveler,23,Work Commute,Standard,1554,2,1,1,3,1,1,1,1,3,3,3,1,2,1,8,10,Austria,1990,dissatisfied
73432,Frequent Traveler,54,Work Commute,First Class,2797,3,3,3,3,4,4,4,5,2,3,4,4,4,4,0,1,Norway,2013,satisfied
73433,Occasional Traveler,50,Work Commute,First Class,2258,5,1,1,4,5,5,5,5,4,4,5,5,5,5,1,9,Germany,1988,satisfied
73434,Frequent Traveler,33,Leisure Trip,Standard,1915,4,4,4,2,2,4,2,2,3,5,4,4,5,2,0,1,Switzerland,1954,dissatisfied
73435,Frequent Traveler,58,Work Commute,Standard,1100,3,4,3,4,3,3,3,3,1,5,2,3,2,3,1,0,Spain,1937,dissatisfied
73436,Frequent Traveler,38,Work Commute,First Class,2632,2,2,2,2,5,5,4,4,4,4,4,3,4,4,0,0,Switzerland,2003,satisfied
73437,Occasional Traveler,45,Work Commute,Standard,1716,3,3,3,1,4,3,4,4,3,5,3,5,1,4,1,7,Belgium,1995,dissatisfied
73438,Occasional Traveler,32,Work Commute,Standard,963,3,0,3,3,3,3,3,3,4,1,2,1,5,3,14,8,Germany,1945,dissatisfied
73439,Occasional Traveler,23,Work Commute,Standard,2223,5,5,5,3,3,5,3,3,4,3,3,4,5,3,0,0,Spain,2016,satisfied
73440,Frequent Traveler,57,Work Commute,First Class,2742,4,4,5,4,4,4,5,5,5,5,5,3,5,4,0,0,Germany,1980,satisfied
73441,Occasional Traveler,54,Work Commute,Standard,955,3,0,3,1,3,3,3,3,5,1,4,1,2,3,0,0,Netherlands,1933,dissatisfied
73442,Frequent Traveler,35,Work Commute,Standard,1935,4,5,5,5,4,5,4,4,5,2,1,5,4,4,52,59,Sweden,1980,satisfied
73443,Frequent Traveler,16,Leisure Trip,Standard,1549,3,5,3,1,4,3,4,4,3,2,4,3,4,4,0,0,Austria,1937,dissatisfied
73444,Frequent Traveler,58,Work Commute,First Class,1881,1,3,3,3,1,3,3,1,1,1,1,1,1,1,0,0,France,1944,dissatisfied
73445,Frequent Traveler,35,Leisure Trip,First Class,1598,4,4,4,3,5,5,5,2,2,4,4,5,2,3,0,0,Germany,2017,dissatisfied
73446,Frequent Traveler,42,,First Class,1596,4,4,4,4,3,5,4,5,5,5,5,3,5,4,9,0,France,1967,satisfied
73447,Frequent Traveler,65,Work Commute,First Class,3014,1,1,1,1,3,3,3,1,1,1,1,4,1,2,0,1,Sweden,2001,dissatisfied
73448,Frequent Traveler,23,Work Commute,First Class,2709,2,2,2,2,4,4,4,4,4,3,2,3,4,4,0,0,Netherlands,1929,satisfied
73449,Frequent Traveler,32,Work Commute,First Class,2208,5,5,5,5,5,5,5,5,3,4,5,4,5,5,0,0,Switzerland,1995,satisfied
73450,Frequent Traveler,49,Work Commute,First Class,683,4,4,4,4,2,5,5,5,5,5,5,3,5,3,0,0,France,1985,satisfied
73451,Frequent Traveler,45,Leisure Trip,Standard,1466,1,1,1,3,5,1,5,5,4,1,3,4,4,5,0,0,Switzerland,1935,dissatisfied
73452,Frequent Traveler,50,Leisure Trip,Standard,449,5,2,5,3,2,3,3,3,3,5,3,4,3,2,0,0,Netherlands,1979,satisfied
73453,Frequent Traveler,29,Work Commute,First Class,2578,1,1,1,1,4,4,4,4,5,4,4,4,5,4,107,138,Germany,1950,satisfied
73454,Frequent Traveler,40,Leisure Trip,Standard,3603,2,2,2,2,3,4,5,5,5,5,5,4,5,4,0,0,Sweden,1970,satisfied
73455,Frequent Traveler,42,Leisure Trip,Standard,2803,1,4,1,2,5,1,1,5,2,3,4,1,3,5,0,0,Netherlands,1970,dissatisfied
73456,Frequent Traveler,22,Work Commute,Comfort,2477,3,5,5,5,3,3,2,3,1,1,4,1,3,3,126,119,Belgium,1996,dissatisfied
73457,Frequent Traveler,43,Work Commute,First Class,860,1,1,1,1,3,4,4,3,3,4,3,5,3,5,0,0,France,1938,satisfied
73458,Frequent Traveler,15,Leisure Trip,First Class,1619,3,5,0,5,3,0,3,3,5,3,4,5,5,3,0,0,Switzerland,1929,dissatisfied
73459,Frequent Traveler,10,Leisure Trip,Standard,3192,5,5,5,5,2,4,3,5,5,5,5,3,5,3,108,89,Spain,1937,satisfied
73460,Occasional Traveler,25,Work Commute,Standard,2003,4,3,4,3,4,4,4,4,3,5,3,3,3,4,43,88,Switzerland,1935,dissatisfied
73461,Frequent Traveler,44,Leisure Trip,Standard,2026,0,0,0,,4,3,3,4,1,5,5,4,4,4,0,0,Belgium,1969,satisfied
73462,Frequent Traveler,25,Work Commute,First Class,5030,2,2,2,2,4,4,4,4,3,2,4,5,2,4,0,0,Norway,1977,satisfied
73463,Frequent Traveler,37,Leisure Trip,Standard,2261,5,2,5,4,2,5,2,2,1,2,4,4,3,2,0,0,Norway,2015,satisfied
73464,Occasional Traveler,37,Work Commute,Standard,2541,1,4,1,4,5,1,5,5,4,4,3,2,3,5,23,18,Switzerland,1951,dissatisfied
73465,Occasional Traveler,49,Work Commute,First Class,1499,1,1,1,3,4,1,4,4,3,3,4,3,4,4,0,1,France,1964,dissatisfied
73466,Frequent Traveler,31,Work Commute,First Class,5108,0,0,0,1,5,5,5,5,4,5,5,4,4,5,0,56,Switzerland,1968,satisfied
73467,Frequent Traveler,34,Leisure Trip,Standard,1519,3,3,2,3,4,4,4,4,3,5,5,4,5,4,0,18,Spain,1980,satisfied
73468,Frequent Traveler,47,Work Commute,First Class,453,3,3,3,3,3,4,4,5,5,5,5,4,5,5,0,0,Austria,1988,satisfied
73469,Frequent Traveler,53,Leisure Trip,Standard,98,5,1,1,1,2,3,3,5,5,5,5,1,5,1,0,0,Sweden,1992,satisfied
73470,Frequent Traveler,59,Work Commute,First Class,1763,3,1,1,1,1,3,1,3,1,3,3,1,3,1,169,153,Italy,2006,dissatisfied
73471,Frequent Traveler,29,Work Commute,First Class,2083,3,3,3,3,4,4,4,4,3,3,4,4,5,4,0,0,Switzerland,1941,satisfied
73472,Frequent Traveler,44,Work Commute,First Class,703,4,4,1,4,3,5,4,4,4,4,4,5,4,4,0,0,Belgium,1995,satisfied
73473,Frequent Traveler,50,Work Commute,First Class,2428,3,3,3,3,5,5,5,4,4,4,4,3,4,3,0,0,Sweden,1990,satisfied
73474,Frequent Traveler,69,Leisure Trip,First Class,441,3,3,3,3,4,5,2,5,5,5,5,3,5,3,2,0,Netherlands,2011,satisfied
73475,Frequent Traveler,59,Work Commute,First Class,110,3,3,3,3,2,2,5,4,4,4,5,4,4,4,30,38,Germany,1981,satisfied
73476,Frequent Traveler,40,Work Commute,Standard,2072,4,3,5,3,4,4,4,4,4,4,1,3,5,4,0,0,Netherlands,1980,satisfied
73477,Frequent Traveler,55,Leisure Trip,Standard,3813,3,3,3,3,5,3,5,5,2,5,4,1,4,5,0,0,Sweden,1931,dissatisfied
73478,Frequent Traveler,56,Leisure Trip,Standard,1193,2,2,2,2,5,5,5,5,3,2,5,3,5,5,0,0,Switzerland,2008,satisfied
73479,Occasional Traveler,29,Work Commute,First Class,2923,2,2,2,3,3,2,3,3,4,5,4,5,4,3,0,1,France,1957,dissatisfied
73480,Frequent Traveler,36,Work Commute,First Class,2688,3,3,3,3,5,3,3,3,3,3,3,3,3,3,53,68,Germany,1951,satisfied
73481,Frequent Traveler,45,Work Commute,First Class,1236,5,5,5,5,4,3,3,5,5,5,5,5,5,5,1,0,Austria,1985,satisfied
73482,Occasional Traveler,35,Work Commute,Comfort,2701,3,3,3,4,2,3,2,2,3,2,2,5,3,2,0,0,Netherlands,1950,dissatisfied
73483,Frequent Traveler,38,Work Commute,Comfort,1893,5,4,3,4,5,5,5,5,4,1,1,2,3,5,0,0,Belgium,1972,satisfied
73484,Frequent Traveler,41,Work Commute,First Class,369,1,1,1,1,3,4,5,5,5,5,5,3,5,4,0,0,Germany,2000,satisfied
73485,Frequent Traveler,32,Leisure Trip,Comfort,1631,5,5,5,5,3,5,5,5,5,5,5,5,5,3,0,6,Italy,1940,satisfied
73486,Occasional Traveler,14,Work Commute,Standard,2336,3,2,2,1,1,2,1,1,5,3,5,3,4,1,12,0,Italy,2010,dissatisfied
73487,Frequent Traveler,63,Leisure Trip,Standard,1202,2,2,2,2,4,5,5,4,4,4,4,5,4,3,32,16,Norway,1952,satisfied
73488,Frequent Traveler,44,Work Commute,First Class,3838,1,1,1,1,4,2,2,5,5,5,5,1,5,4,5,0,Sweden,1963,satisfied
73489,Frequent Traveler,59,Work Commute,Standard,931,4,2,2,2,2,3,4,5,5,4,5,4,5,4,0,0,Italy,1971,dissatisfied
73490,Frequent Traveler,15,Leisure Trip,Standard,1472,2,5,2,5,2,2,2,2,1,5,5,4,3,2,0,0,Austria,1947,dissatisfied
73491,Frequent Traveler,26,Leisure Trip,Standard,1905,4,3,4,2,3,4,3,3,2,5,2,1,1,3,0,0,Norway,1980,satisfied
73492,Frequent Traveler,60,,First Class,1047,0,0,0,2,1,0,1,1,,3,4,2,3,1,0,0,Italy,1947,satisfied
73493,Frequent Traveler,45,Work Commute,First Class,873,1,1,1,1,4,5,4,3,3,4,3,4,3,4,67,78,Germany,1951,satisfied
73494,Occasional Traveler,37,Work Commute,Comfort,1856,5,5,5,1,4,5,3,4,1,2,1,2,4,4,0,0,Netherlands,2019,satisfied
73495,Frequent Traveler,43,Work Commute,First Class,3372,1,3,1,1,3,5,4,4,4,4,4,4,4,3,7,22,Germany,1943,satisfied
73496,Frequent Traveler,12,Leisure Trip,Standard,4729,2,2,2,2,4,4,4,4,4,5,5,5,4,4,0,32,France,1996,satisfied
73497,Occasional Traveler,59,Work Commute,Standard,2172,3,1,2,4,4,2,4,4,2,4,3,4,3,4,18,20,Spain,2012,dissatisfied
73498,Frequent Traveler,32,Work Commute,Standard,2547,3,3,3,3,3,3,3,3,2,3,2,2,3,3,0,40,Spain,1959,dissatisfied
73499,Frequent Traveler,18,Leisure Trip,Comfort,1957,4,5,2,3,5,2,5,5,1,1,4,1,1,5,0,6,Italy,1939,satisfied
73500,Frequent Traveler,25,Work Commute,First Class,2218,1,1,1,1,5,4,5,5,5,1,1,4,1,5,0,47,Spain,1989,satisfied
73501,Frequent Traveler,31,Work Commute,First Class,3031,5,5,5,5,5,5,3,5,1,5,5,2,4,5,9,9,France,1935,satisfied
73502,Frequent Traveler,46,Work Commute,First Class,3747,2,2,2,2,5,3,2,5,5,5,5,2,5,4,94,94,Spain,1946,satisfied
73503,Occasional Traveler,26,Work Commute,First Class,1491,5,5,5,4,2,5,2,2,4,3,5,4,5,2,23,19,Sweden,1931,satisfied
73504,Frequent Traveler,51,Work Commute,Comfort,1481,2,5,5,5,4,4,4,2,2,2,2,1,2,3,0,0,France,2011,dissatisfied
73505,Frequent Traveler,54,Work Commute,First Class,887,3,1,1,1,4,1,1,3,3,4,3,2,3,1,2,0,Germany,1996,dissatisfied
73506,Frequent Traveler,33,Work Commute,First Class,1180,3,1,1,1,3,3,3,3,2,2,2,4,2,3,49,49,Belgium,1962,
73507,Frequent Traveler,57,Work Commute,Standard,439,2,1,1,1,4,4,3,1,1,2,1,4,1,2,0,0,Spain,1961,dissatisfied
73508,Frequent Traveler,53,Work Commute,First Class,3817,3,3,3,3,1,5,5,5,5,5,5,1,5,2,33,,France,2004,satisfied
73509,Frequent Traveler,19,Leisure Trip,Standard,2136,4,4,4,3,2,4,2,2,4,2,4,3,5,2,5,0,Italy,1932,dissatisfied
73510,Frequent Traveler,27,Work Commute,First Class,3531,2,2,2,2,3,3,3,3,3,2,4,4,4,3,0,0,Spain,1933,satisfied
73511,Frequent Traveler,35,Work Commute,First Class,757,4,4,4,4,5,4,4,5,5,5,5,5,5,5,0,0,Sweden,1968,satisfied
73512,Frequent Traveler,30,Leisure Trip,Comfort,2292,5,2,5,3,4,5,4,4,2,4,3,4,4,4,0,0,Norway,1973,satisfied
73513,Frequent Traveler,29,Leisure Trip,Standard,1722,2,5,0,3,2,0,2,2,4,5,5,3,5,2,52,56,France,2015,dissatisfied
73514,Frequent Traveler,42,Work Commute,Standard,2292,4,1,1,1,4,4,4,4,4,3,1,5,2,4,60,71,France,1935,satisfied
73515,Frequent Traveler,36,Work Commute,Standard,2668,3,3,3,3,3,3,3,,1,4,2,3,3,3,531,485,Belgium,1979,satisfied
73516,Frequent Traveler,49,Work Commute,First Class,877,2,2,2,2,3,4,5,5,5,5,5,4,5,5,0,0,Belgium,1953,satisfied
73517,Frequent Traveler,10,Leisure Trip,Standard,2736,2,4,2,1,4,2,4,4,4,3,5,2,5,4,0,0,Italy,1975,dissatisfied
73518,Occasional Traveler,22,Work Commute,Standard,1356,2,1,2,4,3,2,3,3,4,1,3,1,4,3,3,0,Italy,1995,dissatisfied
73519,Frequent Traveler,13,Leisure Trip,Standard,2092,2,5,2,4,5,2,4,5,4,2,5,4,5,5,19,7,Switzerland,1946,dissatisfied
73520,Frequent Traveler,24,Leisure Trip,Comfort,1211,3,4,3,1,2,3,2,2,3,2,4,5,4,2,0,0,Germany,1981,dissatisfied
73521,Frequent Traveler,53,Work Commute,First Class,3240,1,1,1,1,5,5,4,4,4,3,4,5,4,4,0,0,Norway,1987,satisfied
73522,Occasional Traveler,43,Work Commute,Standard,1871,2,3,2,1,3,2,3,3,5,4,2,1,1,3,0,0,Spain,1949,dissatisfied
73523,Frequent Traveler,27,Work Commute,First Class,2038,1,1,1,1,2,2,2,2,5,2,5,5,4,2,22,15,Spain,2003,satisfied
73524,Frequent Traveler,26,Work Commute,First Class,2895,5,1,5,5,2,2,2,2,5,1,3,5,1,2,,0,Austria,1964,satisfied
73525,Frequent Traveler,32,Leisure Trip,Standard,1341,4,2,3,4,1,3,1,1,1,3,4,4,4,1,0,0,Austria,1947,dissatisfied
73526,Occasional Traveler,36,Work Commute,First Class,2085,4,4,4,2,2,4,5,2,3,5,5,5,4,2,0,0,Italy,1932,dissatisfied
73527,Occasional Traveler,55,Work Commute,Standard,1062,3,4,3,4,5,3,5,5,2,5,3,1,2,5,60,56,Switzerland,1955,dissatisfied
73528,Frequent Traveler,54,Work Commute,First Class,2317,2,2,2,2,2,4,5,5,5,5,5,4,5,3,0,0,Germany,1947,satisfied
73529,Occasional Traveler,23,Work Commute,Standard,2183,3,3,3,3,5,3,5,5,4,2,4,3,4,5,0,13,Germany,1977,dissatisfied
73530,Frequent Traveler,15,Leisure Trip,Standard,1576,4,1,1,1,4,4,4,4,2,5,4,5,3,4,6,0,Switzerland,1938,satisfied
73531,Frequent Traveler,35,Work Commute,First Class,1535,1,1,1,1,3,5,4,5,5,5,5,5,5,5,0,,Italy,1973,satisfied
73532,Frequent Traveler,47,Work Commute,First Class,2720,2,2,2,2,2,4,5,4,4,4,4,3,4,3,0,0,Germany,1937,satisfied
73533,Frequent Traveler,48,Work Commute,First Class,2567,5,5,5,5,4,5,4,4,4,4,4,3,4,3,0,0,Switzerland,1997,satisfied
73534,Frequent Traveler,48,Work Commute,Standard,1594,4,2,2,2,4,4,3,4,4,4,4,4,4,3,10,0,Spain,2018,dissatisfied
73535,Frequent Traveler,47,Leisure Trip,Standard,369,5,4,4,4,5,5,5,5,1,4,1,5,5,5,0,0,Germany,1999,satisfied
73536,Frequent Traveler,34,Work Commute,First Class,367,4,4,3,4,4,3,3,4,4,4,4,2,4,4,9,10,Spain,1985,dissatisfied
73537,Frequent Traveler,41,Leisure Trip,Standard,2090,5,5,5,5,5,2,1,5,5,5,5,3,5,5,0,0,Switzerland,1976,satisfied
73538,Frequent Traveler,45,Work Commute,Standard,2145,1,2,2,2,1,1,1,1,1,5,3,1,4,1,2,0,Italy,1998,dissatisfied
73539,Frequent Traveler,36,Leisure Trip,Comfort,4055,0,5,0,2,2,0,2,2,5,2,5,5,4,2,0,0,Italy,1971,satisfied
73540,Occasional Traveler,38,Work Commute,Comfort,2158,3,3,3,4,4,3,4,4,3,3,4,3,4,4,2,0,France,1989,dissatisfied
73541,Occasional Traveler,23,Work Commute,First Class,2456,5,0,5,5,4,5,3,4,5,3,5,3,5,4,13,5,Netherlands,2009,satisfied
73542,Frequent Traveler,51,Work Commute,First Class,821,1,1,1,1,3,5,5,4,4,4,4,4,4,5,37,13,Netherlands,1975,satisfied
73543,Frequent Traveler,45,Work Commute,First Class,984,1,1,1,1,3,5,4,4,4,4,4,3,4,5,0,0,Spain,2017,satisfied
73544,Occasional Traveler,30,Work Commute,Standard,2336,5,5,5,1,3,5,3,3,4,2,4,1,5,3,0,4,Spain,1996,satisfied
73545,Frequent Traveler,38,Leisure Trip,Standard,2588,5,1,1,1,5,1,4,5,5,5,5,3,5,4,5,0,Switzerland,2002,satisfied
73546,Frequent Traveler,66,Leisure Trip,Standard,683,4,3,4,1,1,5,2,1,1,4,1,1,1,1,61,48,Austria,1983,dissatisfied
73547,Frequent Traveler,32,Work Commute,First Class,5188,4,4,4,4,5,5,5,5,5,2,4,3,4,5,2,0,Germany,2015,satisfied
73548,Frequent Traveler,36,Leisure Trip,Standard,2334,2,2,2,2,2,2,2,2,3,3,5,5,4,2,84,73,Spain,1929,satisfied
73549,Frequent Traveler,21,Leisure Trip,Standard,1816,2,2,3,2,5,4,5,4,4,4,4,4,4,5,16,15,Switzerland,2010,satisfied
73550,Frequent Traveler,57,Leisure Trip,Standard,3821,3,4,3,4,3,5,5,3,4,3,5,5,5,5,181,179,Switzerland,1976,
73551,Frequent Traveler,38,Work Commute,First Class,3751,1,1,4,1,2,5,5,5,5,5,5,3,5,4,0,0,France,1958,satisfied
73552,Frequent Traveler,68,Leisure Trip,Comfort,753,0,5,0,3,5,4,5,1,1,1,1,5,1,5,0,0,Sweden,1948,satisfied
73553,Frequent Traveler,14,Leisure Trip,Standard,1869,4,4,4,2,4,4,1,4,4,1,3,4,1,4,21,15,Switzerland,1929,dissatisfied
73554,Frequent Traveler,38,Work Commute,Standard,1736,5,2,,2,5,5,5,5,1,4,5,5,3,5,0,0,Belgium,1936,satisfied
73555,Frequent Traveler,10,Work Commute,First Class,2925,5,5,5,5,4,4,4,4,5,2,5,4,5,4,73,,Belgium,1959,satisfied
73556,Frequent Traveler,43,Work Commute,First Class,2773,4,2,2,2,1,4,4,4,4,4,4,3,4,1,9,5,Norway,1974,dissatisfied
73557,Frequent Traveler,39,Leisure Trip,Standard,1642,0,2,0,3,5,0,5,5,3,3,4,3,3,5,0,0,Belgium,1974,satisfied
73558,Frequent Traveler,26,Work Commute,First Class,2965,2,2,2,2,2,2,2,2,5,3,4,3,5,2,34,38,Sweden,1953,satisfied
73559,Occasional Traveler,59,Work Commute,First Class,1463,4,4,4,3,4,4,4,4,5,2,4,4,4,4,14,24,Netherlands,2004,satisfied
73560,Frequent Traveler,45,Leisure Trip,Standard,2241,2,5,3,3,1,3,1,1,3,5,5,4,5,1,0,0,Italy,1973,dissatisfied
73561,Frequent Traveler,72,Work Commute,First Class,2545,1,1,5,1,2,5,5,4,4,4,4,3,4,5,0,0,Netherlands,1974,satisfied
73562,Frequent Traveler,10,Leisure Trip,Standard,1605,3,5,3,3,4,3,4,4,3,5,4,4,4,4,0,1,Austria,1973,dissatisfied
73563,Frequent Traveler,19,Leisure Trip,Standard,1990,1,5,3,4,5,3,1,5,4,2,5,5,4,5,12,5,Belgium,1946,dissatisfied
73564,Frequent Traveler,10,Leisure Trip,Standard,1822,3,3,3,3,2,5,4,5,5,5,5,5,5,3,57,51,Netherlands,1941,satisfied
73565,Occasional Traveler,18,Work Commute,Standard,2280,3,3,3,4,2,3,2,2,4,5,4,1,4,2,5,0,Sweden,1979,dissatisfied
73566,Frequent Traveler,34,Leisure Trip,Standard,1199,3,0,3,4,5,3,5,,5,3,4,3,4,5,0,0,Belgium,1973,dissatisfied
73567,Frequent Traveler,47,Leisure Trip,Standard,963,1,1,1,1,5,4,5,5,5,5,5,3,5,4,8,7,Sweden,1955,satisfied
73568,Frequent Traveler,47,Leisure Trip,Standard,1980,3,4,3,5,4,3,4,4,3,2,5,2,2,4,0,0,Netherlands,1960,dissatisfied
73569,Occasional Traveler,16,Work Commute,Standard,1895,0,2,0,1,5,0,5,5,1,2,,1,4,5,0,0,Netherlands,1971,satisfied
73570,Frequent Traveler,36,Leisure Trip,Standard,1976,4,4,4,2,2,4,1,2,3,2,4,5,4,2,0,0,Italy,1959,dissatisfied
73571,Frequent Traveler,15,Work Commute,First Class,2011,1,1,1,1,5,5,5,5,3,4,4,3,5,5,0,0,Norway,1943,satisfied
73572,Frequent Traveler,42,Work Commute,First Class,874,1,1,1,,5,4,4,4,4,4,4,4,4,5,0,0,Germany,1961,satisfied
73573,Frequent Traveler,32,Work Commute,First Class,4115,1,2,2,2,1,1,1,1,4,4,3,2,3,1,38,21,Italy,1948,dissatisfied
73574,Frequent Traveler,29,Work Commute,Comfort,3248,2,3,3,3,2,2,2,2,3,1,2,4,2,2,0,0,Norway,2005,dissatisfied
73575,Frequent Traveler,54,Leisure Trip,Standard,1116,3,4,3,1,4,3,4,4,3,,3,4,1,4,0,0,France,1963,dissatisfied
73576,Frequent Traveler,41,Work Commute,First Class,2821,0,0,0,1,5,5,4,1,1,1,1,4,1,3,15,12,Norway,2001,satisfied
73577,Frequent Traveler,48,Leisure Trip,First Class,2776,1,3,1,3,1,2,2,3,5,2,2,2,4,2,306,299,Netherlands,1994,dissatisfied
73578,Frequent Traveler,41,,First Class,2410,3,3,3,3,2,,5,3,3,3,3,4,3,3,0,0,Germany,1975,satisfied
73579,Occasional Traveler,39,,First Class,1090,3,3,3,5,1,3,1,1,4,5,2,5,2,1,0,0,Italy,1978,dissatisfied
73580,Frequent Traveler,40,Work Commute,First Class,1156,1,1,2,1,5,5,4,5,5,5,5,4,5,5,14,14,Spain,1961,satisfied
73581,Frequent Traveler,54,Leisure Trip,,1871,2,3,2,3,5,2,2,5,5,3,4,5,5,5,8,5,Germany,1940,dissatisfied
73582,Frequent Traveler,30,Leisure Trip,Standard,2631,2,5,2,1,4,2,3,4,5,5,5,4,4,4,0,0,Italy,2018,dissatisfied
73583,Occasional Traveler,24,Work Commute,Standard,1460,2,0,2,4,3,2,3,3,4,4,2,4,2,3,27,24,Netherlands,1966,dissatisfied
73584,Frequent Traveler,52,Work Commute,First Class,921,3,3,3,3,4,4,4,4,4,4,4,3,4,4,2,3,Italy,1947,satisfied
73585,Occasional Traveler,28,Work Commute,First Class,2337,5,5,5,2,3,5,3,3,4,3,4,3,5,3,0,0,Sweden,1981,satisfied
73586,Frequent Traveler,61,Work Commute,Comfort,431,2,4,5,4,3,3,3,2,2,2,2,3,2,4,0,0,Sweden,2019,dissatisfied
73587,Frequent Traveler,20,Leisure Trip,Standard,1781,3,5,0,2,4,0,4,4,4,2,4,1,4,4,40,39,Austria,1968,dissatisfied
73588,Frequent Traveler,45,Leisure Trip,Comfort,342,4,5,5,5,2,1,1,4,4,4,4,4,4,4,0,0,Switzerland,1964,satisfied
73589,Frequent Traveler,58,Leisure Trip,First Class,477,4,4,4,4,3,4,4,3,3,3,3,4,3,5,4,2,France,1975,satisfied
73590,Frequent Traveler,45,Leisure Trip,Standard,2369,4,5,4,2,5,4,5,5,4,3,5,5,5,5,0,0,Sweden,1994,satisfied
73591,Occasional Traveler,24,Work Commute,Standard,1688,4,4,4,4,1,4,1,1,4,1,3,4,3,1,26,15,Belgium,2005,dissatisfied
73592,Frequent Traveler,36,Work Commute,First Class,1733,2,2,1,2,4,4,5,4,4,5,4,3,4,3,113,88,Spain,2006,satisfied
73593,Frequent Traveler,54,Work Commute,Comfort,1340,2,2,2,2,2,2,2,2,3,3,4,3,3,2,0,3,Switzerland,1955,dissatisfied
73594,Frequent Traveler,26,Leisure Trip,Standard,1875,4,4,5,3,4,5,5,4,5,4,4,5,5,4,1,0,France,1995,dissatisfied
73595,Frequent Traveler,38,Work Commute,First Class,1999,3,3,3,3,3,4,4,3,3,3,3,5,3,4,3,0,Italy,1962,satisfied
73596,Frequent Traveler,17,Leisure Trip,Standard,1378,2,5,0,3,1,0,5,1,2,2,5,2,3,1,0,0,Netherlands,1982,dissatisfied
73597,Frequent Traveler,35,Leisure Trip,Standard,1454,5,5,5,5,1,4,2,5,5,5,5,3,5,5,14,14,Italy,2019,satisfied
73598,Occasional Traveler,24,Work Commute,First Class,2639,5,2,5,3,4,5,4,4,5,4,4,4,5,4,24,22,Switzerland,1956,satisfied
73599,Frequent Traveler,53,Leisure Trip,Standard,2524,4,2,4,3,1,4,3,1,3,5,3,4,3,1,0,9,Spain,1995,dissatisfied
73600,Frequent Traveler,41,Work Commute,First Class,330,3,2,2,2,4,3,3,3,3,3,3,4,3,4,0,0,Sweden,1936,dissatisfied
73601,Frequent Traveler,15,Leisure Trip,First Class,2567,2,2,3,2,2,5,5,4,4,4,4,4,4,5,0,2,Germany,1998,satisfied
73602,Frequent Traveler,58,Leisure Trip,Standard,1538,3,4,3,4,5,3,5,5,5,4,5,5,5,5,1,0,Belgium,1929,dissatisfied
73603,Frequent Traveler,46,Work Commute,Comfort,1851,4,5,2,5,4,4,4,4,3,5,4,1,4,4,0,0,Germany,1938,dissatisfied
73604,Occasional Traveler,38,Work Commute,First Class,1597,3,3,3,1,5,3,2,5,4,4,4,4,5,5,0,0,France,2015,dissatisfied
73605,Frequent Traveler,65,Leisure Trip,Standard,1713,4,4,4,4,4,4,4,4,5,2,5,4,5,4,0,0,France,1939,satisfied
73606,Frequent Traveler,63,Leisure Trip,Standard,478,5,5,5,1,4,5,4,3,,5,3,5,3,4,0,0,Germany,1995,satisfied
73607,Occasional Traveler,21,Work Commute,Standard,1641,5,5,5,3,2,5,2,2,2,1,4,5,1,2,0,0,Switzerland,2015,satisfied
73608,Frequent Traveler,64,Leisure Trip,Standard,602,5,5,5,5,2,5,4,5,5,5,5,4,5,5,0,0,France,1963,satisfied
73609,Frequent Traveler,52,Work Commute,First Class,1414,3,2,3,2,4,1,1,3,3,3,3,2,3,2,0,0,France,1955,dissatisfied
73610,Frequent Traveler,48,Leisure Trip,Standard,1723,0,5,0,4,3,0,2,3,5,4,4,3,5,3,0,0,Austria,1952,satisfied
73611,Frequent Traveler,22,Leisure Trip,First Class,2724,2,5,2,2,4,2,4,4,4,3,4,5,4,4,0,0,Belgium,2015,dissatisfied
73612,Frequent Traveler,,Leisure Trip,Comfort,3940,4,5,4,,4,3,3,4,4,3,3,3,5,3,0,0,Switzerland,1989,dissatisfied
73613,Frequent Traveler,25,Leisure Trip,Standard,1293,5,4,5,3,3,5,3,3,5,5,4,4,5,3,0,0,Austria,2017,satisfied
73614,Frequent Traveler,27,Work Commute,Comfort,2585,3,1,2,1,3,3,3,3,1,4,4,2,3,3,0,31,Belgium,1977,dissatisfied
