Passenger Type,Age,Type of Trip,Ticket Class,Trip Distance,Seat comfort,Departure/Arrival time convenient,Dining Service,Platform Location,Onboard wifi service,Onboard entertainment,Online support,Ease of Online booking,Train Staff Service,Leg room service,Baggage handling,Ticket Verification Service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes,nation,Train Model Year,satisfaction
Occasional Traveler,65.0,Work Commute,Standard,1961.0,1.0,1.0,1.0,3.0,1.0,1.0,4.0,1.0,2.0,3.0,3.0,3.0,3.0,1.0,7.0,0.0,Norway,2000.0,dissatisfied
Occasional Traveler,22.0,Work Commute,Standard,2163.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,2.0,1.0,4.0,1.0,4.0,5.0,2.0,3.0,0.0,Spain,1975.0,satisfied
Occasional Traveler,24.0,Work Commute,Standard,2015.0,3.0,1.0,3.0,4.0,2.0,3.0,2.0,2.0,4.0,2.0,4.0,3.0,4.0,2.0,0.0,8.0,Spain,1969.0,dissatisfied
Frequent Traveler,57.0,Work Commute,First Class,342.0,3.0,2.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,4.0,4.0,Austria,1985.0,dissatisfied
Occasional Traveler,27.0,Work Commute,First Class,2195.0,4.0,4.0,4.0,1.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,0.0,0.0,Spain,1947.0,satisfied
Frequent Traveler,45.0,Work Commute,First Class,2900.0,1.0,1.0,1.0,1.0,2.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,2.0,0.0,France,1967.0,satisfied
Frequent Traveler,51.0,Leisure Trip,Comfort,1959.0,4.0,1.0,4.0,4.0,1.0,4.0,1.0,1.0,1.0,4.0,3.0,4.0,3.0,1.0,1.0,0.0,France,1993.0,satisfied
Frequent Traveler,32.0,Leisure Trip,Standard,1510.0,2.0,4.0,2.0,3.0,2.0,2.0,5.0,2.0,4.0,4.0,3.0,3.0,5.0,2.0,0.0,0.0,Switzerland,2004.0,dissatisfied
Frequent Traveler,53.0,Work Commute,First Class,442.0,4.0,4.0,4.0,4.0,5.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,10.0,Spain,1983.0,dissatisfied
Frequent Traveler,28.0,Work Commute,First Class,1824.0,1.0,1.0,3.0,1.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,5.0,4.0,5.0,11.0,0.0,Austria,1969.0,satisfied
Occasional Traveler,25.0,Work Commute,Standard,1772.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,45.0,20.0,Sweden,1941.0,dissatisfied
Frequent Traveler,66.0,Leisure Trip,First Class,464.0,4.0,5.0,4.0,1.0,2.0,4.0,4.0,3.0,3.0,4.0,1.0,5.0,3.0,5.0,0.0,0.0,Austria,1947.0,satisfied
Frequent Traveler,34.0,Leisure Trip,Standard,1907.0,4.0,1.0,4.0,3.0,3.0,4.0,3.0,3.0,1.0,4.0,4.0,1.0,4.0,3.0,24.0,12.0,Switzerland,1954.0,dissatisfied
Frequent Traveler,31.0,Work Commute,First Class,2015.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,4.0,3.0,5.0,12.0,Germany,1966.0,dissatisfied
Frequent Traveler,19.0,Leisure Trip,Standard,2332.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,2.0,2.0,1.0,3.0,5.0,3.0,0.0,0.0,Spain,2007.0,satisfied
Frequent Traveler,18.0,Leisure Trip,Standard,3503.0,3.0,5.0,3.0,5.0,2.0,3.0,2.0,2.0,3.0,5.0,3.0,3.0,4.0,2.0,9.0,0.0,Norway,2006.0,dissatisfied
Occasional Traveler,26.0,Work Commute,Standard,2118.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,4.0,3.0,1.0,0.0,0.0,Spain,1974.0,dissatisfied
Frequent Traveler,70.0,Leisure Trip,Standard,1240.0,3.0,3.0,3.0,4.0,5.0,3.0,5.0,5.0,2.0,1.0,4.0,3.0,4.0,5.0,44.0,33.0,Netherlands,1967.0,dissatisfied
Frequent Traveler,40.0,Work Commute,First Class,879.0,1.0,1.0,1.0,1.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,0.0,0.0,Spain,2012.0,satisfied
Frequent Traveler,46.0,Work Commute,First Class,2172.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,3.0,0.0,0.0,Italy,1999.0,satisfied
Occasional Traveler,40.0,Work Commute,First Class,2082.0,4.0,4.0,4.0,3.0,1.0,4.0,1.0,1.0,3.0,2.0,4.0,5.0,5.0,1.0,0.0,0.0,Belgium,2005.0,satisfied
Frequent Traveler,53.0,Leisure Trip,Standard,1597.0,3.0,0.0,3.0,4.0,5.0,3.0,5.0,5.0,4.0,5.0,5.0,3.0,5.0,5.0,0.0,0.0,Switzerland,1988.0,dissatisfied
Frequent Traveler,39.0,Work Commute,First Class,1835.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,0.0,Netherlands,1959.0,satisfied
Frequent Traveler,34.0,Work Commute,First Class,87.0,2.0,2.0,2.0,2.0,4.0,5.0,3.0,4.0,4.0,4.0,3.0,5.0,4.0,5.0,0.0,0.0,Sweden,1957.0,satisfied
Frequent Traveler,42.0,Work Commute,First Class,813.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,3.0,0.0,0.0,Norway,1950.0,satisfied
Frequent Traveler,39.0,Work Commute,First Class,3259.0,4.0,4.0,4.0,4.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,0.0,0.0,Sweden,1969.0,satisfied
Frequent Traveler,48.0,Work Commute,First Class,3163.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,0.0,0.0,France,1953.0,satisfied
Frequent Traveler,29.0,Work Commute,First Class,2465.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,4.0,1.0,3.0,0.0,0.0,Austria,1950.0,satisfied
Frequent Traveler,22.0,Work Commute,First Class,3420.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,3.0,4.0,4.0,0.0,0.0,Norway,1961.0,satisfied
Frequent Traveler,21.0,Work Commute,First Class,2386.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,69.0,61.0,Belgium,1966.0,satisfied
Frequent Traveler,45.0,Leisure Trip,Standard,461.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,0.0,0.0,Netherlands,1949.0,satisfied
Frequent Traveler,58.0,Work Commute,First Class,3864.0,0.0,1.0,1.0,5.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,15.0,7.0,Switzerland,1993.0,satisfied
Frequent Traveler,8.0,Leisure Trip,Comfort,1926.0,5.0,5.0,2.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,1.0,0.0,Switzerland,1929.0,satisfied
Frequent Traveler,31.0,Work Commute,First Class,2892.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,3.0,4.0,5.0,4.0,5.0,0.0,0.0,Germany,1961.0,satisfied
Frequent Traveler,33.0,Work Commute,Comfort,1614.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,4.0,5.0,3.0,4.0,4.0,2.0,0.0,0.0,Switzerland,1985.0,dissatisfied
Frequent Traveler,41.0,Leisure Trip,Standard,2213.0,0.0,0.0,0.0,2.0,2.0,5.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,4.0,28.0,32.0,France,1992.0,satisfied
Frequent Traveler,27.0,Work Commute,First Class,2282.0,2.0,5.0,2.0,2.0,5.0,5.0,5.0,5.0,3.0,2.0,4.0,5.0,4.0,5.0,0.0,3.0,Austria,2008.0,satisfied
Frequent Traveler,28.0,Work Commute,First Class,1828.0,1.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,3.0,1.0,9.0,13.0,Belgium,2000.0,dissatisfied
Frequent Traveler,59.0,Work Commute,First Class,3339.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,6.0,Norway,1997.0,satisfied
Frequent Traveler,42.0,Work Commute,First Class,3997.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,7.0,France,1945.0,dissatisfied
Frequent Traveler,44.0,Work Commute,First Class,1259.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,0.0,0.0,Austria,2005.0,satisfied
Frequent Traveler,25.0,Work Commute,First Class,3462.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,4.0,1.0,0.0,0.0,Germany,2020.0,dissatisfied
Occasional Traveler,39.0,Work Commute,First Class,2259.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,0.0,0.0,France,2009.0,dissatisfied
Occasional Traveler,17.0,Work Commute,Standard,2771.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,3.0,1.0,5.0,4.0,0.0,0.0,Italy,1977.0,dissatisfied
Occasional Traveler,25.0,Work Commute,First Class,2036.0,3.0,0.0,3.0,1.0,5.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,0.0,0.0,Austria,1993.0,dissatisfied
Frequent Traveler,49.0,Work Commute,First Class,1627.0,2.0,2.0,2.0,2.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,0.0,0.0,Germany,1999.0,satisfied
Frequent Traveler,40.0,Work Commute,Standard,1647.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,1.0,1.0,1.0,3.0,4.0,0.0,0.0,Austria,1972.0,satisfied
Frequent Traveler,30.0,Work Commute,First Class,1400.0,2.0,5.0,5.0,5.0,5.0,4.0,2.0,5.0,1.0,2.0,3.0,1.0,4.0,5.0,25.0,13.0,Germany,1953.0,dissatisfied
Occasional Traveler,28.0,Work Commute,Standard,1913.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,5.0,1.0,1.0,1.0,2.0,3.0,5.0,0.0,0.0,Spain,1955.0,dissatisfied
Frequent Traveler,7.0,Leisure Trip,Standard,1776.0,5.0,2.0,2.0,2.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,2.0,0.0,4.0,Switzerland,1943.0,satisfied
Frequent Traveler,30.0,Work Commute,First Class,3722.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,3.0,4.0,4.0,4.0,0.0,0.0,Germany,1943.0,dissatisfied
Frequent Traveler,59.0,Leisure Trip,Standard,1433.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,2.0,1.0,2.0,3.0,4.0,4.0,2.0,0.0,Austria,1997.0,dissatisfied
Frequent Traveler,8.0,Leisure Trip,First Class,1886.0,4.0,2.0,5.0,3.0,2.0,5.0,2.0,2.0,3.0,1.0,4.0,1.0,3.0,2.0,0.0,0.0,France,1993.0,dissatisfied
Frequent Traveler,35.0,Leisure Trip,Comfort,2108.0,3.0,5.0,3.0,3.0,5.0,3.0,4.0,5.0,3.0,2.0,4.0,5.0,4.0,5.0,3.0,12.0,Sweden,1997.0,dissatisfied
Occasional Traveler,26.0,Work Commute,Standard,2472.0,2.0,2.0,2.0,3.0,5.0,2.0,5.0,5.0,5.0,4.0,1.0,1.0,4.0,5.0,0.0,0.0,Norway,1947.0,dissatisfied
Occasional Traveler,21.0,Work Commute,First Class,1807.0,0.0,4.0,0.0,3.0,3.0,0.0,3.0,3.0,5.0,3.0,5.0,5.0,5.0,3.0,0.0,0.0,Belgium,1981.0,satisfied
Frequent Traveler,16.0,Leisure Trip,Standard,2445.0,4.0,2.0,2.0,2.0,4.0,1.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,36.0,35.0,Netherlands,1944.0,satisfied
Frequent Traveler,45.0,Work Commute,Comfort,2804.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,5.0,2.0,3.0,1.0,2.0,0.0,0.0,Norway,1998.0,satisfied
Frequent Traveler,22.0,Leisure Trip,Standard,1345.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,4.0,3.0,1.0,0.0,0.0,Switzerland,1991.0,dissatisfied
Frequent Traveler,55.0,Leisure Trip,Standard,1012.0,2.0,2.0,2.0,2.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,8.0,2.0,Netherlands,1943.0,satisfied
Frequent Traveler,41.0,Leisure Trip,Standard,1760.0,5.0,2.0,5.0,3.0,3.0,5.0,3.0,3.0,4.0,4.0,3.0,1.0,3.0,3.0,0.0,0.0,France,1950.0,satisfied
Frequent Traveler,26.0,Work Commute,First Class,2666.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,2.0,0.0,Austria,1981.0,satisfied
Frequent Traveler,12.0,Leisure Trip,Standard,1324.0,3.0,1.0,3.0,1.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,4.0,1.0,2.0,0.0,0.0,Spain,1932.0,dissatisfied
Frequent Traveler,58.0,Work Commute,First Class,3969.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,0.0,0.0,Switzerland,1981.0,satisfied
Frequent Traveler,64.0,Work Commute,First Class,3969.0,0.0,4.0,0.0,1.0,3.0,2.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,4.0,0.0,0.0,Belgium,1955.0,satisfied
Frequent Traveler,54.0,Work Commute,First Class,2058.0,5.0,5.0,2.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,33.0,20.0,Spain,2001.0,satisfied
Frequent Traveler,44.0,Work Commute,First Class,558.0,2.0,2.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,6.0,3.0,Switzerland,1936.0,satisfied
Occasional Traveler,16.0,Work Commute,Standard,2802.0,5.0,5.0,5.0,1.0,2.0,5.0,2.0,2.0,3.0,5.0,5.0,3.0,3.0,2.0,0.0,2.0,Austria,1960.0,satisfied
Frequent Traveler,30.0,Work Commute,First Class,934.0,0.0,0.0,0.0,4.0,4.0,4.0,2.0,4.0,1.0,1.0,5.0,1.0,5.0,4.0,0.0,39.0,Austria,2006.0,satisfied
Frequent Traveler,14.0,Leisure Trip,Comfort,2215.0,1.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,4.0,5.0,4.0,5.0,1.0,12.0,3.0,Belgium,2015.0,dissatisfied
Occasional Traveler,24.0,Work Commute,Standard,1029.0,0.0,2.0,0.0,1.0,2.0,0.0,2.0,2.0,5.0,5.0,2.0,5.0,5.0,2.0,5.0,22.0,Austria,1987.0,satisfied
Frequent Traveler,40.0,Work Commute,First Class,480.0,2.0,1.0,2.0,2.0,1.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,0.0,0.0,Belgium,1932.0,dissatisfied
Frequent Traveler,27.0,Leisure Trip,Standard,3934.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,2.0,4.0,5.0,5.0,4.0,0.0,0.0,Switzerland,1977.0,dissatisfied
Frequent Traveler,43.0,Leisure Trip,Standard,202.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,2.0,5.0,1.0,1.0,0.0,Switzerland,1982.0,satisfied
Frequent Traveler,45.0,Leisure Trip,Standard,204.0,4.0,3.0,4.0,2.0,2.0,3.0,5.0,2.0,2.0,4.0,2.0,4.0,2.0,5.0,0.0,0.0,Netherlands,1983.0,dissatisfied
Frequent Traveler,28.0,Leisure Trip,Standard,3434.0,5.0,5.0,3.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,0.0,0.0,Sweden,1940.0,satisfied
Frequent Traveler,23.0,Leisure Trip,Standard,1825.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,1.0,1.0,3.0,4.0,5.0,2.0,6.0,Netherlands,2015.0,satisfied
Frequent Traveler,64.0,Leisure Trip,Standard,304.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,5.0,3.0,1.0,0.0,21.0,Spain,1935.0,satisfied
Frequent Traveler,7.0,Leisure Trip,First Class,1116.0,3.0,5.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,4.0,3.0,0.0,3.0,Spain,2009.0,dissatisfied
Frequent Traveler,38.0,Work Commute,First Class,2381.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,0.0,Norway,2000.0,satisfied
Frequent Traveler,65.0,Leisure Trip,Comfort,450.0,5.0,4.0,5.0,4.0,1.0,5.0,1.0,1.0,3.0,3.0,4.0,3.0,4.0,1.0,0.0,17.0,Germany,1972.0,satisfied
Frequent Traveler,56.0,Work Commute,Standard,2014.0,5.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,4.0,3.0,2.0,2.0,3.0,5.0,76.0,63.0,Sweden,1933.0,satisfied
Occasional Traveler,26.0,Work Commute,First Class,2191.0,3.0,4.0,3.0,1.0,5.0,3.0,3.0,5.0,4.0,3.0,4.0,4.0,4.0,5.0,0.0,0.0,Netherlands,1976.0,dissatisfied
Frequent Traveler,33.0,Work Commute,First Class,3061.0,5.0,5.0,3.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,15.0,20.0,France,1986.0,satisfied
Frequent Traveler,34.0,Leisure Trip,Comfort,1555.0,0.0,4.0,0.0,5.0,2.0,0.0,2.0,2.0,4.0,4.0,5.0,5.0,4.0,2.0,0.0,0.0,Austria,1995.0,satisfied
Frequent Traveler,20.0,Work Commute,First Class,4184.0,3.0,3.0,3.0,3.0,5.0,4.0,5.0,5.0,3.0,2.0,4.0,4.0,5.0,5.0,0.0,0.0,Austria,1987.0,satisfied
Frequent Traveler,8.0,Leisure Trip,Standard,2957.0,3.0,1.0,3.0,2.0,5.0,3.0,5.0,5.0,2.0,5.0,2.0,2.0,1.0,5.0,0.0,0.0,Spain,1940.0,dissatisfied
Frequent Traveler,41.0,Work Commute,First Class,3020.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,16.0,9.0,Spain,1988.0,satisfied
Frequent Traveler,57.0,Work Commute,First Class,2442.0,3.0,2.0,4.0,2.0,4.0,2.0,2.0,3.0,3.0,2.0,3.0,4.0,3.0,2.0,3.0,4.0,France,1935.0,dissatisfied
Frequent Traveler,33.0,Work Commute,First Class,1844.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,5.0,5.0,4.0,5.0,3.0,5.0,2.0,0.0,1.0,Norway,1977.0,satisfied
Frequent Traveler,22.0,Work Commute,First Class,3468.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,7.0,2.0,Sweden,1979.0,satisfied
Frequent Traveler,10.0,Leisure Trip,First Class,2120.0,2.0,5.0,2.0,5.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,3.0,32.0,24.0,Netherlands,1985.0,dissatisfied
Frequent Traveler,75.0,Work Commute,Comfort,1279.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,1.0,4.0,3.0,0.0,0.0,Switzerland,2001.0,dissatisfied
Frequent Traveler,23.0,Leisure Trip,Standard,1962.0,5.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,4.0,1.0,5.0,4.0,3.0,5.0,70.0,74.0,Spain,2002.0,satisfied
Frequent Traveler,48.0,Work Commute,First Class,1699.0,4.0,4.0,4.0,4.0,1.0,3.0,5.0,3.0,3.0,4.0,5.0,3.0,3.0,5.0,22.0,7.0,Switzerland,1957.0,satisfied
Frequent Traveler,53.0,Leisure Trip,Standard,409.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,3.0,3.0,4.0,3.0,5.0,3.0,3.0,0.0,0.0,France,2002.0,dissatisfied
Frequent Traveler,65.0,Leisure Trip,Standard,3494.0,1.0,5.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,5.0,5.0,3.0,5.0,1.0,2.0,0.0,Switzerland,1958.0,dissatisfied
Frequent Traveler,29.0,Work Commute,First Class,3643.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,4.0,2.0,5.0,5.0,4.0,2.0,1.0,0.0,Sweden,1978.0,satisfied
Frequent Traveler,44.0,Work Commute,First Class,3421.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,3.0,0.0,0.0,Germany,1959.0,satisfied
Frequent Traveler,30.0,Work Commute,Comfort,2487.0,5.0,2.0,4.0,2.0,5.0,5.0,5.0,5.0,3.0,3.0,2.0,5.0,5.0,5.0,0.0,0.0,France,1998.0,satisfied
Occasional Traveler,25.0,Work Commute,Standard,1953.0,1.0,1.0,1.0,2.0,5.0,1.0,5.0,5.0,2.0,5.0,2.0,1.0,2.0,5.0,15.0,26.0,Germany,1972.0,dissatisfied
Frequent Traveler,35.0,Leisure Trip,Standard,2097.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,8.0,24.0,Belgium,2006.0,satisfied
Frequent Traveler,34.0,Leisure Trip,Standard,3965.0,2.0,5.0,2.0,4.0,2.0,3.0,4.0,5.0,3.0,3.0,4.0,4.0,5.0,4.0,10.0,1.0,Sweden,1933.0,dissatisfied
Occasional Traveler,27.0,Work Commute,Standard,2682.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,0.0,0.0,Germany,1933.0,dissatisfied
Frequent Traveler,67.0,Leisure Trip,Standard,412.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,1.0,4.0,1.0,0.0,0.0,Norway,2010.0,satisfied
Frequent Traveler,30.0,Leisure Trip,Standard,1184.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,0.0,1.0,Germany,2018.0,satisfied
Frequent Traveler,23.0,Work Commute,First Class,3313.0,1.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,4.0,5.0,3.0,4.0,4.0,3.0,0.0,23.0,Germany,1993.0,satisfied
Frequent Traveler,46.0,Work Commute,Comfort,1360.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,5.0,4.0,1.0,4.0,2.0,19.0,47.0,Switzerland,1947.0,dissatisfied
Frequent Traveler,57.0,Leisure Trip,First Class,63.0,3.0,5.0,3.0,5.0,4.0,5.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,14.0,7.0,Spain,1941.0,dissatisfied
Frequent Traveler,50.0,Leisure Trip,Standard,2234.0,1.0,5.0,1.0,5.0,3.0,1.0,3.0,3.0,5.0,2.0,4.0,3.0,4.0,3.0,0.0,0.0,France,2003.0,dissatisfied
Frequent Traveler,54.0,Work Commute,First Class,2518.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,0.0,0.0,Sweden,2010.0,satisfied
Frequent Traveler,67.0,Leisure Trip,Standard,394.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,13.0,4.0,Italy,2007.0,satisfied
Frequent Traveler,58.0,Work Commute,First Class,2235.0,3.0,3.0,3.0,3.0,2.0,5.0,5.0,2.0,2.0,2.0,2.0,3.0,2.0,5.0,0.0,0.0,France,1929.0,satisfied
Frequent Traveler,41.0,Work Commute,First Class,3285.0,2.0,2.0,2.0,2.0,4.0,5.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,0.0,0.0,Belgium,1961.0,satisfied
Frequent Traveler,46.0,Work Commute,First Class,3023.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,0.0,0.0,Sweden,2015.0,satisfied
Frequent Traveler,11.0,Leisure Trip,Standard,1807.0,3.0,3.0,3.0,3.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,0.0,0.0,France,1947.0,satisfied
Frequent Traveler,41.0,Leisure Trip,Standard,2075.0,1.0,5.0,1.0,1.0,3.0,1.0,3.0,3.0,5.0,1.0,2.0,3.0,5.0,3.0,0.0,0.0,Belgium,1930.0,dissatisfied
Frequent Traveler,35.0,Work Commute,First Class,475.0,3.0,4.0,4.0,4.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,0.0,31.0,Netherlands,1964.0,dissatisfied
Frequent Traveler,26.0,Leisure Trip,Standard,1644.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,15.0,Norway,1972.0,satisfied
Frequent Traveler,15.0,Leisure Trip,Standard,2536.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,4.0,4.0,3.0,3.0,4.0,2.0,0.0,0.0,Germany,1990.0,dissatisfied
Frequent Traveler,34.0,Work Commute,First Class,621.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,0.0,0.0,Switzerland,1951.0,satisfied
Frequent Traveler,56.0,Work Commute,First Class,1003.0,3.0,3.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,25.0,17.0,Spain,1934.0,satisfied
Frequent Traveler,13.0,Leisure Trip,Standard,1905.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,3.0,5.0,4.0,21.0,15.0,Switzerland,1960.0,dissatisfied
Frequent Traveler,16.0,Leisure Trip,Standard,1260.0,5.0,5.0,5.0,1.0,3.0,5.0,5.0,3.0,5.0,1.0,1.0,3.0,2.0,3.0,0.0,4.0,Sweden,1971.0,satisfied
Frequent Traveler,31.0,Work Commute,First Class,3368.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,3.0,2.0,4.0,2.0,4.0,1.0,0.0,0.0,Norway,2020.0,dissatisfied
Occasional Traveler,34.0,Work Commute,Standard,1416.0,1.0,1.0,1.0,3.0,5.0,1.0,5.0,5.0,1.0,5.0,3.0,3.0,3.0,5.0,0.0,0.0,Norway,1966.0,dissatisfied
Frequent Traveler,36.0,Leisure Trip,Comfort,1839.0,0.0,2.0,0.0,4.0,3.0,3.0,4.0,5.0,5.0,0.0,5.0,2.0,5.0,2.0,0.0,0.0,Austria,1950.0,satisfied
Frequent Traveler,30.0,Work Commute,First Class,3953.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,5.0,3.0,1.0,4.0,1.0,22.0,12.0,Norway,1987.0,dissatisfied
